car: retangulo: - x:9750.000000 - y:0.000000 - w:11700.000000 - h:2724.000000
cep quadra:b8-1.76, area: 9696.000000
cep quadra:b8-7.150, area: 5904864.000000
cep quadra:b8-7.151, area: 5914560.000000
cep quadra:b8-7.152, area: 5924256.000000
cep quadra:b8-7.153, area: 5933952.000000
cep quadra:b8-7.154, area: 5943648.000000
cep quadra:b8-7.155, area: 5953344.000000
cep quadra:b8-7.156, area: 5963040.000000
cep quadra:b8-7.157, area: 5972736.000000
cep quadra:b8-7.158, area: 5982432.000000
cep quadra:b8-7.159, area: 5992128.000000
cep quadra:b8-7.160, area: 6001824.000000
cep quadra:b8-7.161, area: 6011520.000000
cep quadra:b8-7.162, area: 6021216.000000
cep quadra:b8-7.163, area: 6030912.000000
cep quadra:b8-7.164, area: 6040608.000000
cep quadra:b8-8.76, area: 6050304.000000
cep quadra:b8-8.77, area: 6060000.000000
cep quadra:b8-8.78, area: 6069696.000000
cep quadra:b8-8.79, area: 6079392.000000
cep quadra:b8-8.80, area: 6089088.000000
cep quadra:b8-8.81, area: 6098784.000000
cep quadra:b8-8.82, area: 6108480.000000
cep quadra:b8-8.83, area: 6118176.000000
cep quadra:b8-8.84, area: 6127872.000000
cep quadra:b8-8.85, area: 6137568.000000
cep quadra:b8-8.86, area: 6147264.000000
cep quadra:b8-8.87, area: 6156960.000000
cep quadra:b8-8.88, area: 6166656.000000
cep quadra:b8-8.89, area: 6176352.000000
cep quadra:b8-8.90, area: 6186048.000000
cep quadra:b8-8.91, area: 6195744.000000
cep quadra:b8-8.92, area: 6205440.000000
cep quadra:b8-8.93, area: 6215136.000000
cep quadra:b8-8.94, area: 6224832.000000
cep quadra:b8-8.95, area: 6234528.000000
cep quadra:b8-8.96, area: 6244224.000000
cep quadra:b8-8.97, area: 6253920.000000
cep quadra:b8-8.98, area: 6263616.000000
cep quadra:b8-8.99, area: 6273312.000000
cep quadra:b8-8.100, area: 6283008.000000
cep quadra:b8-8.101, area: 6292704.000000
cep quadra:b8-8.102, area: 6302400.000000
cep quadra:b8-8.103, area: 6312096.000000
cep quadra:b8-8.104, area: 6321792.000000
cep quadra:b8-8.105, area: 6331488.000000
cep quadra:b8-8.106, area: 6341184.000000
cep quadra:b8-8.107, area: 6350880.000000
cep quadra:b8-8.108, area: 6360576.000000
cep quadra:b8-8.109, area: 6370272.000000
cep quadra:b8-8.110, area: 6379968.000000
cep quadra:b8-8.111, area: 6389664.000000
cep quadra:b8-8.112, area: 6399360.000000
cep quadra:b8-8.113, area: 6409056.000000
cep quadra:b8-8.114, area: 6418752.000000
cep quadra:b8-8.115, area: 6428448.000000
cep quadra:b8-8.116, area: 6438144.000000
cep quadra:b8-8.117, area: 6447840.000000
cep quadra:b8-8.118, area: 6457536.000000
cep quadra:b8-8.119, area: 6467232.000000
cep quadra:b8-8.120, area: 6476928.000000
cep quadra:b8-8.121, area: 6486624.000000
cep quadra:b8-8.122, area: 6496320.000000
cep quadra:b8-8.123, area: 6506016.000000
cep quadra:b8-8.124, area: 6515712.000000
cep quadra:b8-8.125, area: 6525408.000000
cep quadra:b8-8.126, area: 6535104.000000
cep quadra:b8-8.127, area: 6544800.000000
cep quadra:b8-8.128, area: 6554496.000000
cep quadra:b8-8.129, area: 6564192.000000
cep quadra:b8-8.130, area: 6573888.000000
cep quadra:b8-8.131, area: 6583584.000000
cep quadra:b8-8.132, area: 6593280.000000
cep quadra:b8-8.133, area: 6602976.000000
cep quadra:b8-8.134, area: 6612672.000000
cep quadra:b8-8.135, area: 6622368.000000
cep quadra:b8-8.136, area: 6632064.000000
cep quadra:b8-8.137, area: 6641760.000000
cep quadra:b8-8.138, area: 6651456.000000
cep quadra:b8-8.139, area: 6661152.000000
cep quadra:b8-8.140, area: 6670848.000000
cep quadra:b8-8.141, area: 6680544.000000
cep quadra:b8-8.142, area: 6690240.000000
cep quadra:b8-8.143, area: 6699936.000000
cep quadra:b8-8.144, area: 6709632.000000
cep quadra:b8-8.145, area: 6719328.000000
cep quadra:b8-8.146, area: 6729024.000000
cep quadra:b8-8.147, area: 6738720.000000
cep quadra:b8-8.148, area: 6748416.000000
cep quadra:b8-8.149, area: 6758112.000000
cep quadra:b8-8.150, area: 6767808.000000
cep quadra:b8-8.151, area: 6777504.000000
cep quadra:b8-8.152, area: 6787200.000000
cep quadra:b8-8.153, area: 6796896.000000
cep quadra:b8-8.154, area: 6806592.000000
cep quadra:b8-8.155, area: 6816288.000000
cep quadra:b8-8.156, area: 6825984.000000
cep quadra:b8-8.157, area: 6835680.000000
cep quadra:b8-8.158, area: 6845376.000000
cep quadra:b8-8.159, area: 6855072.000000
cep quadra:b8-8.160, area: 6864768.000000
cep quadra:b8-8.161, area: 6874464.000000
cep quadra:b8-8.162, area: 6884160.000000
cep quadra:b8-8.163, area: 6893856.000000
cep quadra:b8-8.164, area: 6903552.000000
cep quadra:b8-9.76, area: 6913248.000000
cep quadra:b8-9.77, area: 6922944.000000
cep quadra:b8-9.78, area: 6932640.000000
cep quadra:b8-9.79, area: 6942336.000000
cep quadra:b8-9.80, area: 6952032.000000
cep quadra:b8-9.81, area: 6961728.000000
cep quadra:b8-9.82, area: 6971424.000000
cep quadra:b8-9.83, area: 6981120.000000
cep quadra:b8-9.84, area: 6990816.000000
cep quadra:b8-9.85, area: 7000512.000000
cep quadra:b8-9.86, area: 7010208.000000
cep quadra:b8-9.87, area: 7019904.000000
cep quadra:b8-9.88, area: 7029600.000000
cep quadra:b8-9.89, area: 7039296.000000
cep quadra:b8-9.90, area: 7048992.000000
cep quadra:b8-9.91, area: 7058688.000000
cep quadra:b8-9.92, area: 7068384.000000
cep quadra:b8-9.93, area: 7078080.000000
cep quadra:b8-9.94, area: 7087776.000000
cep quadra:b8-9.95, area: 7097472.000000
cep quadra:b8-9.96, area: 7107168.000000
cep quadra:b8-9.97, area: 7116864.000000
cep quadra:b8-9.98, area: 7126560.000000
cep quadra:b8-9.99, area: 7136256.000000
cep quadra:b8-9.100, area: 7145952.000000
cep quadra:b8-9.101, area: 7155648.000000
cep quadra:b8-9.102, area: 7165344.000000
cep quadra:b8-9.103, area: 7175040.000000
cep quadra:b8-9.104, area: 7184736.000000
cep quadra:b8-9.105, area: 7194432.000000
cep quadra:b8-9.106, area: 7204128.000000
cep quadra:b8-9.107, area: 7213824.000000
cep quadra:b8-9.108, area: 7223520.000000
cep quadra:b8-9.109, area: 7233216.000000
cep quadra:b8-9.110, area: 7242912.000000
cep quadra:b8-9.111, area: 7252608.000000
cep quadra:b8-9.112, area: 7262304.000000
cep quadra:b8-9.113, area: 7272000.000000
cep quadra:b8-9.114, area: 7281696.000000
cep quadra:b8-9.115, area: 7291392.000000
cep quadra:b8-9.116, area: 7301088.000000
cep quadra:b8-9.117, area: 7310784.000000
cep quadra:b8-9.118, area: 7320480.000000
cep quadra:b8-9.119, area: 7330176.000000
cep quadra:b8-9.120, area: 7339872.000000
cep quadra:b8-9.121, area: 7349568.000000
cep quadra:b8-9.122, area: 7359264.000000
cep quadra:b8-9.123, area: 7368960.000000
cep quadra:b8-9.124, area: 7378656.000000
cep quadra:b8-9.125, area: 7388352.000000
cep quadra:b8-9.126, area: 7398048.000000
cep quadra:b8-9.127, area: 7407744.000000
cep quadra:b8-9.128, area: 7417440.000000
cep quadra:b8-9.129, area: 7427136.000000
cep quadra:b8-9.130, area: 7436832.000000
cep quadra:b8-9.131, area: 7446528.000000
cep quadra:b8-9.132, area: 7456224.000000
cep quadra:b8-9.133, area: 7465920.000000
cep quadra:b8-9.134, area: 7475616.000000
cep quadra:b8-9.135, area: 7485312.000000
cep quadra:b8-9.136, area: 7495008.000000
cep quadra:b8-9.137, area: 7504704.000000
cep quadra:b8-9.138, area: 7514400.000000
cep quadra:b8-9.139, area: 7524096.000000
cep quadra:b8-9.140, area: 7533792.000000
cep quadra:b8-9.141, area: 7543488.000000
cep quadra:b8-9.142, area: 7553184.000000
cep quadra:b8-9.143, area: 7562880.000000
cep quadra:b8-9.144, area: 7572576.000000
cep quadra:b8-9.145, area: 7582272.000000
cep quadra:b8-9.146, area: 7591968.000000
cep quadra:b8-9.147, area: 7601664.000000
cep quadra:b8-9.148, area: 7611360.000000
cep quadra:b8-9.149, area: 7621056.000000
cep quadra:b8-9.150, area: 7630752.000000
cep quadra:b8-9.151, area: 7640448.000000
cep quadra:b8-9.152, area: 7650144.000000
cep quadra:b8-9.153, area: 7659840.000000
cep quadra:b8-9.154, area: 7669536.000000
cep quadra:b8-9.155, area: 7679232.000000
cep quadra:b8-9.156, area: 7688928.000000
cep quadra:b8-9.157, area: 7698624.000000
cep quadra:b8-9.158, area: 7708320.000000
cep quadra:b8-9.159, area: 7718016.000000
cep quadra:b8-9.160, area: 7727712.000000
cep quadra:b8-9.161, area: 7737408.000000
cep quadra:b8-9.162, area: 7747104.000000
cep quadra:b8-9.163, area: 7756800.000000
cep quadra:b8-9.164, area: 7766496.000000
cep quadra:b8-10.76, area: 7776192.000000
cep quadra:b8-10.77, area: 7785888.000000
cep quadra:b8-10.78, area: 7795584.000000
cep quadra:b8-10.79, area: 7805280.000000
cep quadra:b8-10.80, area: 7814976.000000
cep quadra:b8-10.81, area: 7824672.000000
cep quadra:b8-10.82, area: 7834368.000000
cep quadra:b8-10.83, area: 7844064.000000
cep quadra:b8-10.84, area: 7853760.000000
cep quadra:b8-10.85, area: 7863456.000000
cep quadra:b8-10.86, area: 7873152.000000
cep quadra:b8-10.87, area: 7882848.000000
cep quadra:b8-10.88, area: 7892544.000000
cep quadra:b8-10.89, area: 7902240.000000
cep quadra:b8-10.90, area: 7911936.000000
cep quadra:b8-10.91, area: 7921632.000000
cep quadra:b8-10.92, area: 7931328.000000
cep quadra:b8-10.93, area: 7941024.000000
cep quadra:b8-10.94, area: 7950720.000000
cep quadra:b8-10.95, area: 7960416.000000
cep quadra:b8-10.96, area: 7970112.000000
cep quadra:b8-10.97, area: 7979808.000000
cep quadra:b8-10.98, area: 7989504.000000
cep quadra:b8-10.99, area: 7999200.000000
cep quadra:b8-10.100, area: 8008896.000000
cep quadra:b8-10.101, area: 8018592.000000
cep quadra:b8-10.102, area: 8028288.000000
cep quadra:b8-10.103, area: 8037984.000000
cep quadra:b8-10.104, area: 8047680.000000
cep quadra:b8-10.105, area: 8057376.000000
cep quadra:b8-10.106, area: 8067072.000000
cep quadra:b8-10.107, area: 8076768.000000
cep quadra:b8-10.108, area: 8086464.000000
cep quadra:b8-10.109, area: 8096160.000000
cep quadra:b8-10.110, area: 8105856.000000
cep quadra:b8-10.111, area: 8115552.000000
cep quadra:b8-10.112, area: 8125248.000000
cep quadra:b8-10.113, area: 8134944.000000
cep quadra:b8-10.114, area: 8144640.000000
cep quadra:b8-10.115, area: 8154336.000000
cep quadra:b8-10.116, area: 8164032.000000
cep quadra:b8-10.117, area: 8173728.000000
cep quadra:b8-10.118, area: 8183424.000000
cep quadra:b8-10.119, area: 8193120.000000
cep quadra:b8-10.120, area: 8202816.000000
cep quadra:b8-10.121, area: 8212512.000000
cep quadra:b8-10.122, area: 8222208.000000
cep quadra:b8-10.123, area: 8231904.000000
cep quadra:b8-10.124, area: 8241600.000000
cep quadra:b8-10.125, area: 8251296.000000
cep quadra:b8-10.126, area: 8260992.000000
cep quadra:b8-10.127, area: 8270688.000000
cep quadra:b8-10.128, area: 8280384.000000
cep quadra:b8-10.129, area: 8290080.000000
cep quadra:b8-10.130, area: 8299776.000000
cep quadra:b8-10.131, area: 8309472.000000
cep quadra:b8-10.132, area: 8319168.000000
cep quadra:b8-10.133, area: 8328864.000000
cep quadra:b8-10.134, area: 8338560.000000
cep quadra:b8-10.135, area: 8348256.000000
cep quadra:b8-10.136, area: 8357952.000000
cep quadra:b8-10.137, area: 8367648.000000
cep quadra:b8-10.138, area: 8377344.000000
cep quadra:b8-10.139, area: 8387040.000000
cep quadra:b8-10.140, area: 8396736.000000
cep quadra:b8-10.141, area: 8406432.000000
cep quadra:b8-10.142, area: 8416128.000000
cep quadra:b8-10.143, area: 8425824.000000
cep quadra:b8-10.144, area: 8435520.000000
cep quadra:b8-10.145, area: 8445216.000000
cep quadra:b8-10.146, area: 8454912.000000
cep quadra:b8-10.147, area: 8464608.000000
cep quadra:b8-10.148, area: 8474304.000000
cep quadra:b8-10.149, area: 8484000.000000
cep quadra:b8-10.150, area: 8493696.000000
cep quadra:b8-10.151, area: 8503392.000000
cep quadra:b8-10.152, area: 8513088.000000
cep quadra:b8-10.153, area: 8522784.000000
cep quadra:b8-10.154, area: 8532480.000000
cep quadra:b8-10.155, area: 8542176.000000
cep quadra:b8-10.156, area: 8551872.000000
cep quadra:b8-10.157, area: 8561568.000000
cep quadra:b8-10.158, area: 8571264.000000
cep quadra:b8-10.159, area: 8580960.000000
cep quadra:b8-10.160, area: 8590656.000000
cep quadra:b8-10.161, area: 8600352.000000
cep quadra:b8-10.162, area: 8610048.000000
cep quadra:b8-10.163, area: 8619744.000000
cep quadra:b8-10.164, area: 8629440.000000
cep quadra:b8-11.76, area: 8639136.000000
cep quadra:b8-11.77, area: 8648832.000000
cep quadra:b8-11.78, area: 8658528.000000
cep quadra:b8-11.79, area: 8668224.000000
cep quadra:b8-11.80, area: 8677920.000000
cep quadra:b8-11.81, area: 8687616.000000
cep quadra:b8-11.82, area: 8697312.000000
cep quadra:b8-11.83, area: 8707008.000000
cep quadra:b8-11.84, area: 8716704.000000
cep quadra:b8-11.85, area: 8726400.000000
cep quadra:b8-11.86, area: 8736096.000000
cep quadra:b8-11.87, area: 8745792.000000
cep quadra:b8-11.88, area: 8755488.000000
cep quadra:b8-11.89, area: 8765184.000000
cep quadra:b8-11.90, area: 8774880.000000
cep quadra:b8-11.91, area: 8784576.000000
cep quadra:b8-11.92, area: 8794272.000000
cep quadra:b8-11.93, area: 8803968.000000
cep quadra:b8-11.94, area: 8813664.000000
cep quadra:b8-11.95, area: 8823360.000000
cep quadra:b8-11.96, area: 8833056.000000
cep quadra:b8-11.97, area: 8842752.000000
cep quadra:b8-11.98, area: 8852448.000000
cep quadra:b8-11.99, area: 8862144.000000
cep quadra:b8-11.100, area: 8871840.000000
cep quadra:b8-11.101, area: 8881536.000000
cep quadra:b8-11.102, area: 8891232.000000
cep quadra:b8-11.103, area: 8900928.000000
cep quadra:b8-11.104, area: 8910624.000000
cep quadra:b8-11.105, area: 8920320.000000
cep quadra:b8-11.106, area: 8930016.000000
cep quadra:b8-11.107, area: 8939712.000000
cep quadra:b8-11.108, area: 8949408.000000
cep quadra:b8-11.109, area: 8959104.000000
cep quadra:b8-11.110, area: 8968800.000000
cep quadra:b8-11.111, area: 8978496.000000
cep quadra:b8-11.112, area: 8988192.000000
cep quadra:b8-11.113, area: 8997888.000000
cep quadra:b8-11.114, area: 9007584.000000
cep quadra:b8-11.115, area: 9017280.000000
cep quadra:b8-11.116, area: 9026976.000000
cep quadra:b8-11.117, area: 9036672.000000
cep quadra:b8-11.118, area: 9046368.000000
cep quadra:b8-11.119, area: 9056064.000000
cep quadra:b8-11.120, area: 9065760.000000
cep quadra:b8-11.121, area: 9075456.000000
cep quadra:b8-11.122, area: 9085152.000000
cep quadra:b8-11.123, area: 9094848.000000
cep quadra:b8-11.124, area: 9104544.000000
cep quadra:b8-11.125, area: 9114240.000000
cep quadra:b8-11.126, area: 9123936.000000
cep quadra:b8-11.127, area: 9133632.000000
cep quadra:b8-11.128, area: 9143328.000000
cep quadra:b8-11.129, area: 9153024.000000
cep quadra:b8-11.130, area: 9162720.000000
cep quadra:b8-11.131, area: 9172416.000000
cep quadra:b8-11.132, area: 9182112.000000
cep quadra:b8-11.133, area: 9191808.000000
cep quadra:b8-11.134, area: 9201504.000000
cep quadra:b8-11.135, area: 9211200.000000
cep quadra:b8-11.136, area: 9220896.000000
cep quadra:b8-11.137, area: 9230592.000000
cep quadra:b8-11.138, area: 9240288.000000
cep quadra:b8-11.139, area: 9249984.000000
cep quadra:b8-11.140, area: 9259680.000000
cep quadra:b8-11.141, area: 9269376.000000
cep quadra:b8-11.142, area: 9279072.000000
cep quadra:b8-11.143, area: 9288768.000000
cep quadra:b8-11.144, area: 9298464.000000
cep quadra:b8-11.145, area: 9308160.000000
cep quadra:b8-11.146, area: 9317856.000000
cep quadra:b8-11.147, area: 9327552.000000
cep quadra:b8-11.148, area: 9337248.000000
cep quadra:b8-11.149, area: 9346944.000000
cep quadra:b8-11.150, area: 9356640.000000
cep quadra:b8-11.151, area: 9366336.000000
cep quadra:b8-11.152, area: 9376032.000000
cep quadra:b8-11.153, area: 9385728.000000
cep quadra:b8-11.154, area: 9395424.000000
cep quadra:b8-11.155, area: 9405120.000000
cep quadra:b8-11.156, area: 9414816.000000
cep quadra:b8-11.157, area: 9424512.000000
cep quadra:b8-11.158, area: 9434208.000000
cep quadra:b8-11.159, area: 9443904.000000
cep quadra:b8-11.160, area: 9453600.000000
cep quadra:b8-11.161, area: 9463296.000000
cep quadra:b8-11.162, area: 9472992.000000
cep quadra:b8-11.163, area: 9482688.000000
cep quadra:b8-11.164, area: 9492384.000000
cep quadra:b8-12.76, area: 9502080.000000
cep quadra:b8-12.77, area: 9511776.000000
cep quadra:b8-12.78, area: 9521472.000000
cep quadra:b8-12.79, area: 9531168.000000
cep quadra:b8-12.80, area: 9540864.000000
cep quadra:b8-12.81, area: 9550560.000000
cep quadra:b8-12.82, area: 9560256.000000
cep quadra:b8-12.83, area: 9569952.000000
cep quadra:b8-12.84, area: 9579648.000000
cep quadra:b8-12.85, area: 9589344.000000
cep quadra:b8-12.86, area: 9599040.000000
cep quadra:b8-12.87, area: 9608736.000000
cep quadra:b8-12.88, area: 9618432.000000
cep quadra:b8-12.89, area: 9628128.000000
cep quadra:b8-12.90, area: 9637824.000000
cep quadra:b8-12.91, area: 9647520.000000
cep quadra:b8-12.92, area: 9657216.000000
cep quadra:b8-12.93, area: 9666912.000000
cep quadra:b8-12.94, area: 9676608.000000
cep quadra:b8-12.95, area: 9686304.000000
cep quadra:b8-12.96, area: 9696000.000000
cep quadra:b8-12.97, area: 9705696.000000
cep quadra:b8-12.98, area: 9715392.000000
cep quadra:b8-12.99, area: 9725088.000000
cep quadra:b8-12.100, area: 9734784.000000
cep quadra:b8-12.101, area: 9744480.000000
cep quadra:b8-12.102, area: 9754176.000000
cep quadra:b8-12.103, area: 9763872.000000
cep quadra:b8-12.104, area: 9773568.000000
cep quadra:b8-12.105, area: 9783264.000000
cep quadra:b8-12.106, area: 9792960.000000
cep quadra:b8-12.107, area: 9802656.000000
cep quadra:b8-12.108, area: 9812352.000000
cep quadra:b8-12.109, area: 9822048.000000
cep quadra:b8-12.110, area: 9831744.000000
cep quadra:b8-12.111, area: 9841440.000000
cep quadra:b8-12.112, area: 9851136.000000
cep quadra:b8-12.113, area: 9860832.000000
cep quadra:b8-12.114, area: 9870528.000000
cep quadra:b8-12.115, area: 9880224.000000
cep quadra:b8-12.116, area: 9889920.000000
cep quadra:b8-12.117, area: 9899616.000000
cep quadra:b8-12.118, area: 9909312.000000
cep quadra:b8-12.119, area: 9919008.000000
cep quadra:b8-12.120, area: 9928704.000000
cep quadra:b8-12.121, area: 9938400.000000
cep quadra:b8-12.122, area: 9948096.000000
cep quadra:b8-12.123, area: 9957792.000000
cep quadra:b8-12.124, area: 9967488.000000
cep quadra:b8-12.125, area: 9977184.000000
cep quadra:b8-12.126, area: 9986880.000000
cep quadra:b8-12.127, area: 9996576.000000
cep quadra:b8-12.128, area: 10006272.000000
cep quadra:b8-12.129, area: 10015968.000000
cep quadra:b8-12.130, area: 10025664.000000
cep quadra:b8-12.131, area: 10035360.000000
cep quadra:b8-12.132, area: 10045056.000000
cep quadra:b8-12.133, area: 10054752.000000
cep quadra:b8-12.134, area: 10064448.000000
cep quadra:b8-12.135, area: 10074144.000000
cep quadra:b8-12.136, area: 10083840.000000
cep quadra:b8-12.137, area: 10093536.000000
cep quadra:b8-12.138, area: 10103232.000000
cep quadra:b8-12.139, area: 10112928.000000
cep quadra:b8-12.140, area: 10122624.000000
cep quadra:b8-12.141, area: 10132320.000000
cep quadra:b8-12.142, area: 10142016.000000
cep quadra:b8-12.143, area: 10151712.000000
cep quadra:b8-12.144, area: 10161408.000000
cep quadra:b8-12.145, area: 10171104.000000
cep quadra:b8-12.146, area: 10180800.000000
cep quadra:b8-12.147, area: 10190496.000000
cep quadra:b8-12.148, area: 10200192.000000
cep quadra:b8-12.149, area: 10209888.000000
cep quadra:b8-12.150, area: 10219584.000000
cep quadra:b8-12.151, area: 10229280.000000
cep quadra:b8-12.152, area: 10238976.000000
cep quadra:b8-12.153, area: 10248672.000000
cep quadra:b8-12.154, area: 10258368.000000
cep quadra:b8-12.155, area: 10268064.000000
cep quadra:b8-12.156, area: 10277760.000000
cep quadra:b8-12.157, area: 10287456.000000
cep quadra:b8-12.158, area: 10297152.000000
cep quadra:b8-12.159, area: 10306848.000000
cep quadra:b8-12.160, area: 10316544.000000
cep quadra:b8-12.161, area: 10326240.000000
cep quadra:b8-12.162, area: 10335936.000000
cep quadra:b8-12.163, area: 10345632.000000
cep quadra:b8-12.164, area: 10355328.000000
cep quadra:b8-13.76, area: 10365024.000000
cep quadra:b8-13.77, area: 10374720.000000
cep quadra:b8-13.78, area: 10384416.000000
cep quadra:b8-13.79, area: 10394112.000000
cep quadra:b8-13.80, area: 10403808.000000
cep quadra:b8-13.81, area: 10413504.000000
